,Adela RĂILEANU,Adrian BELÎI,Alexandr TRUBCA,Alina DANDARA,Alla DAROVANNAIA,Alla PILIPEȚCAIA,Ana CALINICI,Ana OGLINDA,Ana RACU,Ana SPEIANU,Andrian CHEPTONAR,Angela MUNTEANU-POJOGA,Artemie CĂTĂNOI,Boris MARCOCI,Boris POPA,Corneliu FURCULIȚĂ,Diana CARAMAN,Doina GHERMAN,Dorian ISTRATII,Efimia BANDALAC,Ersilia QATRAWI,Eugeniu SINCHEVICI,Evghenia COJOCARI,Gheorghe ICHIM,Grigore NOVAC,Igor CHIRIAC,Igor GROSU,Ina COȘERU,Inga SIBOVA,Ion BABICI,Ion GROZA,Ion POIA,Ion ȘPAC,Larisa NOVAC,Larisa VOLOH,Lilian CARP,Liliana GROSU,Liliana NICOLAESCU-ONOFREI,Marcela ADAM,Marcela NISTOR,Maria GONȚA,Maria PANCU,Mariana CUȘNIR,Mariana LUCREȚEANU,Marina MOROZOVA,Natalia DAVIDOVICI,Oazu NANTOI,Oleg CANAȚUI,Olesea STAMATE,Petru BURDUJA,Radu MARIAN,Radu MUDREAC,Sergiu LAZARENCU,Vasile GRĂDINARU,Veronica ROȘCA,Victor SPÎNU,Viorel BARDA,Virgiliu PÂSLARIUC,Vitali GAVROUC,Vlad BATRÎNCEA
Andrian CHEPTONAR,-0.04112740313152182,0.24756765517204013,-0.02885400372786887,0.050121826992465895,-0.04112740313152182,-0.04112740313152182,0.261907511431156,-0.07965537552526207,-0.058662193080152636,0.00603066550135991,1.0,-0.03481315920802366,0.3614288214231385,0.6384480527762779,0.02864862183151127,-0.058662193080152594,-0.04112740313152181,-0.02661584933374593,0.11109307813047428,-0.07247370993830861,-0.07247370993830869,-0.06065581193247548,-0.041127403131521786,-0.041127403131521814,-0.041127403131521786,0.3217858257404127,0.03855141063798682,-0.020706774268088184,-0.041127403131521786,0.13513289600357173,0.004866424930308719,0.06704250637731725,-0.041127403131521786,-0.052289063266816045,-0.09979633401221984,-0.012207534292296303,0.06704250637731725,-0.06365757710965808,0.02380977376646869,0.06704250637731722,-0.04112740313152181,-0.041127403131521786,-0.06268165224401923,-0.041127403131521786,0.028832095762205395,0.44519564676389656,-0.08442931701903933,-0.04112740313152179,0.09649064802175908,-0.0724737099383087,-0.008401890451939072,-0.058662193080152636,0.0828270970723528,0.13719445401079522,0.02046344297129242,0.10317568632136448,-0.04112740313152178,-0.04112740313152179,-0.041127403131521814,-0.05866219308015264
Angela MUNTEANU-POJOGA,-0.03090116233045484,-0.08877773260242612,-0.11036845237560798,-0.0674361378942814,-0.03090116233045484,-0.030901162330454868,-0.04174222373497424,0.08146146122025241,0.12120890174834685,0.055506629473360776,-0.034813159208023664,0.9999999999999998,-0.006554904232745755,-0.068930399433497,0.07533821156295913,-0.04407596427212606,-0.030901162330454913,-0.06999256368514192,-0.04494539642106542,0.08167991551759968,0.08167991551759983,0.1680536606034354,-0.030901162330454913,-0.03090116233045486,-0.030901162330454913,0.076928240007716,-0.0675865980052265,-0.05445327701173311,-0.030901162330454913,-0.030901162330454868,0.04479088508650649,-0.04407596427212609,-0.030901162330454913,0.1817046854292055,0.085693930358212,-4.900636074407889e-18,-0.04407596427212611,-0.06893039943349698,0.16696889493989653,-0.044075964272126025,-0.030901162330454906,-0.030901162330454906,-0.047095993514091036,-0.030901162330454906,-0.07582069891918235,-0.054453277011733116,-0.06343614796955543,-0.03090116233045492,0.05550662947336063,-0.05445327701173314,-0.09239611972041592,-0.04407596427212609,-0.05445327701173311,-0.012440852167843054,0.18834683278332046,-0.04174222373497424,-0.030901162330454875,-0.03090116233045492,-0.030901162330454885,-0.0440759642721262
Artemie CĂTĂNOI,-0.03595336335680755,0.7230474474974492,-0.012841319782582862,0.2981542436503337,-0.03595336335680755,-0.035953363356807565,0.8062103662049223,-0.021664009979450508,-0.051282186146623575,0.01476153455663253,0.3614288214231384,-0.006554904232745756,0.9999999999999999,0.09853168613471885,0.1986861858556243,-0.05128218614662349,-0.03595336335680759,-0.04886161978378933,-0.052293766540610846,0.03801368570092069,-0.06335614283486786,-0.05302499744845382,0.05033470869953043,-0.03595336335680756,0.05033470869953043,0.5681663709233471,0.2673647892755015,-0.012671228566973553,-0.035953363356807606,-0.03595336335680755,0.11911769896674211,-0.05128218614662351,-0.03595336335680761,-0.04571082898686708,-0.027418738176927745,0.10458328146907003,0.010256437229324601,-0.038954387541633016,-0.04856688953041697,-0.051282186146623485,0.13662278075586856,-0.03595336335680763,-0.05479597658348141,-0.03595336335680763,-0.0882170420988283,-0.01267122856697361,-0.07380767278316369,-0.0359533633568076,0.05904613822653064,-0.06335614283486782,-0.10750246963342332,-0.05128218614662351,-0.038013685700920674,0.02894975105955544,0.0022767864169332816,-0.048566889530417046,-0.035953363356807655,0.05033470869953045,-0.03595336335680758,-0.05128218614662368
Boris MARCOCI,-0.03780802295755705,0.020689685924050696,0.11815773528226392,-0.08250909860316724,-0.03780802295755705,-0.037808022957557044,0.021888094181344978,0.08949895098228655,-0.053927585352821834,0.005543932326473762,0.638448052776278,-0.068930399433497,0.09853168613471887,1.0,-0.06145160068507386,-0.05392758535282179,-0.03780802295755703,-0.05505230755053996,0.12831314596803745,-0.06662437889414857,-0.06662437889414866,-0.055760299835090475,-0.037808022957557016,-0.03780802295755704,-0.037808022957557016,0.08535361682060202,-0.023626625355460878,0.12373098937484751,-0.037808022957557016,0.1242263611462589,-0.06263120159985297,0.061631526117510625,-0.037808022957557016,-0.04806882890463164,-0.03557335191422066,-0.033666803758725015,-0.05392758535282186,-0.08433734939759041,-0.051072219756471374,-0.0539275853528218,-0.03780802295755703,-0.037808022957557016,-0.008231805027489273,-0.037808022957557016,0.06626266524815282,0.40926404177834197,0.005543932326473776,-0.03780802295755702,0.005543932326473778,-0.06662437889414864,-0.09198315571253057,-0.053927585352821834,0.12373098937484746,0.21310189794179402,0.03163810249190709,0.09484840811916127,0.12422636114625922,-0.03780802295755702,-0.037808022957557044,-0.05392758535282184
Boris POPA,-0.027548453278118855,0.14070318449261557,0.08609450045896061,0.04918865177460613,-0.027548453278118855,-0.02754845327811886,0.21087527060025527,0.19366151856639097,0.35364436020512197,-0.056553463581555934,0.02864862183151127,0.07533821156295913,0.1986861858556243,-0.061451600685073854,1.0,-0.03929381780056905,-0.02754845327811884,-0.06239852242048344,-0.04006891844815681,-0.0485452146283751,0.27508954956079174,-0.04062920762890227,-0.02754845327811877,-0.02754845327811885,-0.02754845327811877,0.47112641218906076,0.3414370598411906,-0.048545214628375084,-0.027548453278118782,-0.027548453278118855,-0.045635624294951944,-0.03929381780056909,-0.027548453278118775,-0.0350248911110664,0.3151348401466234,0.6296288365278429,-0.03929381780056909,-0.06145160068507379,-0.03721328304710382,-0.03929381780056905,-0.02754845327811886,-0.02754845327811878,0.20993090211866225,-0.02754845327811878,-0.06759431762962617,-0.048545214628375084,-0.05655346358155596,-0.027548453278118824,-0.05655346358155592,-0.048545214628375084,0.025069538639864525,-0.039293817800569085,-0.048545214628375084,0.524976210764523,0.41868869029255146,-0.03721328304710384,-0.02754845327811886,-0.027548453278118803,-0.02754845327811886,-0.039293817800568995
Corneliu FURCULIȚĂ,-0.02417547385148619,-0.06945511402362177,-0.08634657835526915,-0.052758552279493554,-0.02417547385148619,0.7010887416930993,-0.03265696052517718,-0.0728357040729231,-0.0344827586206897,-0.04962916669854656,-0.058662193080152594,-0.04407596427212605,-0.05128218614662349,-0.053927585352821786,-0.03929381780056905,1.0,-0.024175473851486193,-0.05475856781933946,-0.03516295744161268,-0.042601432284230537,-0.04260143228423055,-0.035654645896918455,-0.024175473851486183,-0.0241754738514862,-0.024175473851486183,-0.05756795751465746,-0.05287626450141402,-0.042601432284230537,-0.024175473851486183,-0.024175473851486204,-0.04004808657316372,-0.0344827586206897,-0.024175473851486183,-0.030736511072267245,-0.0586621930801526,-0.05023075432006431,-0.0344827586206897,-0.053927585352821786,-0.032656960525177164,-0.03448275862068967,-0.024175473851486193,-0.02417547385148618,-0.03684547356290046,-0.02417547385148618,-0.05931819989552856,-0.042601432284230537,-0.049629166698546605,-0.02417547385148619,-0.049629166698546556,0.38341289055807487,-0.07228595327232225,0.48275862068965525,-0.04260143228423052,-0.05839848217828555,-0.05358284975902947,-0.03265696052517717,-0.02417547385148627,-0.02417547385148619,-0.0241754738514862,-0.0344827586206897
Diana CARAMAN,-0.01694915254237287,-0.04869419849497169,-0.060536613968600224,-0.03698842703117969,-0.01694915254237287,-0.016949152542372878,-0.022895427362117683,-0.0510642921188166,-0.02417547385148625,-0.034794450031961126,-0.0411274031315218,-0.030901162330454916,-0.03595336335680759,-0.03780802295755703,-0.027548453278118844,-0.02417547385148619,1.0,-0.03839061540937692,-0.024652353586948218,-0.02986738455447493,-0.02986738455447497,-0.024997070827383606,-0.016949152542372906,-0.016949152542372878,-0.016949152542372906,-0.04036024689579295,-0.037070953744727825,-0.029867384554474956,-0.016949152542372906,-0.016949152542372874,-0.028077262622795713,-0.024175473851486218,-0.016949152542372906,-0.021549021871691863,-0.04112740313152181,-0.03521621634054914,-0.024175473851486228,-0.03780802295755702,-0.02289542736211767,-0.024175473851486176,-0.0169491525423729,-0.016949152542372902,-0.025831946697300268,-0.016949152542372902,-0.041587322124255886,-0.029867384554474963,-0.034794450031961174,-0.01694915254237291,-0.034794450031961084,-0.029867384554474973,-0.05067886802177855,-0.024175473851486218,-0.029867384554474956,-0.04094251838716108,-0.03756633271388833,-0.022895427362117676,-0.016949152542372895,-0.01694915254237291,-0.01694915254237289,-0.024175473851486263
Doina GHERMAN,-0.03839061540937693,0.01225495717535679,-0.008569889627388283,-0.08378050012835758,-0.03839061540937693,-0.03839061540937693,-0.05185920324305064,0.22168739058705922,-0.05475856781933952,0.019702760155977463,-0.02661584933374593,-0.06999256368514191,-0.04886161978378933,-0.05505230755053997,-0.062398522420483445,-0.05475856781933946,-0.03839061540937692,1.0,-0.02481721000180341,-0.06765100914917387,-0.06765100914917388,0.22647809206882843,-0.03839061540937684,-0.038390615409376924,-0.03839061540937684,-0.008310711660711791,0.26589685202823937,0.15785235468140577,-0.03839061540937689,-0.03839061540937693,0.01589907501872234,-0.05475856781933953,-0.03839061540937684,-0.04880953245633806,0.03992377400061887,-0.07976636084450285,0.21903427127735753,-0.05505230755053985,0.1210048075671182,-0.05475856781933946,-0.03839061540937694,0.3455155386843925,-2.841989759324741e-18,0.3455155386843925,0.047098605242556414,0.15785235468140588,0.21673036171575247,-0.03839061540937691,0.31524416249563986,-0.06765100914917387,0.10979911414023749,-0.05475856781933953,-0.01127516819152894,0.21638563370731498,0.1884124272230342,0.2938688183772862,0.1535624616375072,-0.0383906154093769,-0.03839061540937694,-0.05475856781933936
Dorian ISTRATII,-0.024652353586948242,0.08656409585625276,0.1320747461071813,0.01141196320855887,-0.024652353586948242,-0.02465235358694823,-0.03330114408045765,-0.03300997516170512,-0.03516295744161268,0.4554732601622437,0.11109307813047428,-0.044945396421065424,-0.052293766540610846,0.12831314596803745,-0.040068918448156805,-0.03516295744161267,-0.024652353586948218,-0.02481721000180341,1.0,-0.04344177816050212,-0.04344177816050212,-0.03635796109180426,-0.024652353586948197,-0.024652353586948228,-0.024652353586948197,-0.05870352956256556,0.005991032145745097,0.24617007624284515,-0.024652353586948207,0.9614417898909821,-0.04083806574991506,0.6680961913906412,-0.024652353586948197,-0.03134281229139588,0.05412226883279519,-0.051221594416079104,-0.035162957441612686,0.10212678964802986,-0.03330114408045764,-0.03516295744161267,-0.024652353586948218,-0.024652353586948193,0.012524092915147177,-0.024652353586948193,0.7056967961720451,-0.04344177816050211,0.033738760012018136,-0.024652353586948214,0.4554732601622436,-0.0434417781605021,-0.05234609570763565,-0.035162957441612686,0.8736624274500984,0.02867243261095056,-0.054639812504635295,0.8547293647317467,0.1396966703260398,-0.024652353586948214,-0.024652353586948225,-0.03516295744161268
Efimia BANDALAC,-0.02986738455447496,-0.08580773276925413,0.16001422411879973,-0.06518010687811755,-0.02986738455447496,-0.02986738455447496,-0.04034576548024156,0.20996325964406257,-0.04260143228423056,0.24525573579398624,-0.07247370993830861,0.08167991551759966,0.03801368570092068,-0.06662437889414857,-0.048545214628375105,-0.042601432284230537,-0.029867384554474935,-0.06765100914917387,-0.04344177816050212,1.0,-0.05263157894736844,0.6166892270150904,-0.02986738455447494,-0.029867384554474956,-0.02986738455447494,-0.07112184587026206,-0.06532553344640137,0.12280701754385971,-0.02986738455447494,-0.02986738455447496,-0.04947706959952941,-0.042601432284230585,-0.02986738455447494,0.5316242744100698,-0.07247370993830861,-0.06205716028380921,-0.042601432284230585,-0.06662437889414856,0.49759777425631213,-0.042601432284230537,0.5674803065350241,-0.029867384554474945,-0.045520428462139,-0.029867384554474945,-0.07328416800608248,-0.05263157894736842,-0.06131393394849673,-0.02986738455447494,-0.06131393394849665,-0.05263157894736844,0.3766344221075614,-0.042601432284230585,-0.05263157894736842,-0.07214791053658229,-0.06619847822255616,-0.04034576548024156,-0.029867384554474973,-0.029867384554474945,-0.02986738455447494,-0.04260143228423058
Ersilia QATRAWI,-0.02986738455447497,-0.08580773276925413,0.02666903735313325,-0.06518010687811754,-0.02986738455447497,-0.029867384554474966,-0.040345765480241574,0.20996325964406254,0.38341289055807565,-0.061313933948496685,-0.07247370993830869,0.08167991551759983,-0.06335614283486786,-0.06662437889414866,0.27508954956079174,-0.04260143228423055,-0.029867384554474966,-0.0676510091491739,-0.04344177816050212,-0.05263157894736844,1.0,-0.04404923050107788,-0.029867384554474963,-0.02986738455447496,-0.029867384554474963,0.31681549524025865,-0.06532553344640138,-0.05263157894736844,-0.02986738455447496,-0.029867384554474966,-0.04947706959952946,-0.04260143228423058,-0.029867384554474966,0.1518926498314484,0.34166177542345544,0.02068572009460295,-0.042601432284230585,-0.06662437889414864,-0.04034576548024154,-0.042601432284230537,-0.02986738455447496,-0.029867384554474973,-0.045520428462138905,-0.029867384554474973,-0.07328416800608244,-0.05263157894736843,-0.061313933948496775,-0.029867384554474963,-0.06131393394849663,-0.05263157894736843,0.14366467647401798,-0.04260143228423058,-0.05263157894736843,0.08818077954471126,0.4539324220975291,-0.04034576548024156,-0.029867384554474984,-0.029867384554474966,-0.02986738455447496,-0.04260143228423063
